City/Town,State,County,Latitude,Longitude,Avg Daily Irradiance,Est. Energy Production Per Day
Paoli,IN,Orange,38.5572,-86.4698,4.1609,1.4979
Holiday Shores,IL,Madison,38.9222,-89.936,4.2795,1.5406
East Richmond Heights,CA,Contra Costa,37.945,-122.314,4.8794,1.7566
Tierras Nuevas Poniente,PR,Manatí,18.4614,-66.4891,5.5331,1.9919
Moose Lake,MN,Carlton,46.4442,-92.7654,3.837,1.3813
Lake Erie Beach,NY,Erie,42.6242,-79.0786,3.851,1.3864
Golden Grove,SC,Greenville,34.7324,-82.4407,4.6288,1.6664
Zephyrhills North,FL,Pasco,28.252,-82.1654,5.0641,1.8231
Thiensville,WI,Ozaukee,43.2361,-87.9785,3.7251,1.341
North Fork,CA,Madera,37.2306,-119.5199,5.3493,1.9257
Williams,AZ,Coconino,35.2476,-112.1834,5.621,2.0236
Redwood,OR,Josephine,42.4219,-123.3915,4.5756,1.6472
Boscobel,WI,Grant,43.1437,-90.6948,3.9353,1.4167
Mannford,OK,Creek,36.1306,-96.334,4.6556,1.676
Desert View Highlands,CA,Los Angeles,34.5903,-118.1535,5.6778,2.044
Hamburg,NJ,Sussex,41.1485,-74.5736,3.8311,1.3792
Chattahoochee Hills,GA,Fulton,33.5694,-84.7441,4.5579,1.6408
Humboldt Hill,CA,Humboldt,40.7219,-124.1987,4.3991,1.5837
Athens,PA,Bradford,41.9515,-76.5187,3.8115,1.3721
Carrollton,OH,Carroll,40.5787,-81.0907,3.8937,1.4017
West Wyomissing,PA,Berks,40.3222,-75.995,3.9492,1.4217
Abernathy,TX,Hale,33.842,-101.8162,5.499,1.9796
Ely,MN,St. Louis,47.9054,-91.8517,3.6144,1.3012
Blountville,TN,Sullivan,36.533,-82.329,4.3252,1.5571
Clarence Center,NY,Erie,43.0085,-78.6309,3.6896,1.3283
Algona,WA,King,47.282,-122.2504,3.6009,1.2963
Masontown,PA,Fayette,39.8486,-79.9085,3.904,1.4054
Pleasant Hill,PA,Lebanon,40.3369,-76.448,3.9593,1.4253
Dover Base Housing,DE,Kent,39.1178,-75.4837,4.1793,1.5045
North Hartsville,SC,Darlington,34.401,-80.071,4.5959,1.6545
Tusculum,TN,Greene,36.175,-82.7454,4.3252,1.5571
Ravena,NY,Albany,42.4755,-73.8112,3.8074,1.3707
Waller,TX,Waller,30.0665,-95.9278,4.7151,1.6974
Penbrook,PA,Dauphin,40.2781,-76.8483,3.9593,1.4253
Hilltop,SC,Spartanburg,34.9755,-81.9586,4.5789,1.6484
Day Valley,CA,Santa Cruz,37.0255,-121.8559,5.4264,1.9535
Carlyle,IL,Clinton,38.6217,-89.3734,4.2795,1.5406
Orofino,ID,Clearwater,46.4866,-116.2572,4.0376,1.4535
Toa Alta,PR,Toa Alta,18.3879,-66.2508,5.5331,1.9919
Louisiana,MO,Pike,39.4413,-91.0626,4.2358,1.5249
Macungie,PA,Lehigh,40.5165,-75.5545,3.9492,1.4217
Dover,FL,Hillsborough,27.9927,-82.2198,5.2308,1.8831
Geneva,FL,Seminole,28.7377,-81.1143,4.9408,1.7787
Sugar Creek,MO,Jackson,39.1433,-94.3994,4.3191,1.5549
West Liberty,KY,Morgan,37.9161,-83.2668,4.166,1.4998
Minerva,OH,Stark,40.7306,-81.1023,3.8937,1.4017
Hiawatha,KS,Brown,39.8519,-95.538,4.3906,1.5806
Hansville,WA,Kitsap,47.8979,-122.5579,3.6009,1.2963
Cashmere,WA,Chelan,47.5175,-120.467,3.8461,1.3846
Centerville,PA,Washington,40.03,-79.9633,3.8265,1.3775
El Cerro,NM,Valencia,34.7807,-106.6955,5.7129,2.0566
Magnolia,MS,Pike,31.1619,-90.467,4.6422,1.6712
Hodgenville,KY,Larue,37.5668,-85.7354,4.2414,1.5269
Havana,IL,Mason,40.295,-90.0566,4.1225,1.4841
Morganfield,KY,Union,37.6869,-87.8878,4.3002,1.5481
Aguas Buenas,PR,Aguas Buenas,18.2573,-66.1061,5.5331,1.9919
Ridgewood,IL,Will,41.534,-88.0436,3.9776,1.4319
Yorkville,WI,Racine,42.7155,-88.0097,3.9446,1.4201
Howards Grove,WI,Sheboygan,43.8261,-87.8232,3.7251,1.341
Hogansville,GA,Troup,33.1674,-84.9027,4.5579,1.6408
Carmel-by-the-Sea,CA,Monterey,36.5528,-121.9222,5.3507,1.9263
Rush City,MN,Chisago,45.6875,-92.9655,3.9347,1.4165
Winnsboro,SC,Fairfield,34.3718,-81.0907,4.5789,1.6484
Escatawpa,MS,Jackson,30.4912,-88.5495,4.7763,1.7195
Trafford,PA,Westmoreland,40.3846,-79.7576,3.8265,1.3775
Coronita,CA,Riverside,33.876,-117.6109,5.4726,1.9701
Washoe Valley,NV,Washoe,39.2923,-119.7767,5.2929,1.9054
Mount Shasta,CA,Siskiyou,41.3206,-122.315,4.9418,1.779
Barton Creek,TX,Travis,30.2818,-97.8681,4.9071,1.7666
Aguada,PR,Aguada,18.3803,-67.1884,5.7748,2.0789
Tallapoosa,GA,Haralson,33.7335,-85.2859,4.5674,1.6443
Springtown,TX,Parker,32.9693,-97.6804,4.9167,1.77
Big Lake,AK,Matanuska-Susitna,61.526,-149.9721,2.5749,0.927
Willcox,AZ,Cochise,32.2515,-109.8359,5.8778,2.116
Rockwood,MI,Wayne,42.0705,-83.243,3.8465,1.3847
Gleed,WA,Yakima,46.6594,-120.6025,4.1419,1.4911
Eagle Lake,MN,Blue Earth,44.1636,-93.8823,3.9987,1.4395
Emerald Lakes,PA,Monroe,41.0845,-75.4154,3.7647,1.3553
Hayfork,CA,Trinity,40.561,-123.1298,4.9622,1.7864
Algoma,WI,Kewaunee,44.6058,-87.4465,3.718,1.3385
Hoosick Falls,NY,Rensselaer,42.9009,-73.35,3.8074,1.3707
Chenango Bridge,NY,Broome,42.1716,-75.8586,3.7195,1.339
Oak Trail Shores,TX,Hood,32.4885,-97.8357,4.9167,1.77
Sherwood,WI,Calumet,44.1763,-88.2756,3.843,1.3835
Dundee,OR,Yamhill,45.2759,-123.007,3.8231,1.3763
Le Roy,IL,McLean,40.3395,-88.7628,4.0565,1.4603
Mount Penn,PA,Berks,40.3287,-75.8897,3.9492,1.4217
Brodhead,WI,Green,42.6168,-89.3756,3.984,1.4342
Garnett,KS,Anderson,38.2845,-95.2408,4.4541,1.6035
Perkins,OK,Payne,35.9785,-97.0301,4.8256,1.7372
Vine Hill,CA,Contra Costa,38.007,-122.0873,5.268,1.8965
Hanceville,AL,Cullman,34.0632,-86.7645,4.499,1.6196
East Brewton,AL,Escambia,31.0906,-87.0556,4.6945,1.69
Blairsville,PA,Indiana,40.4326,-79.2599,3.8265,1.3775
Shorewood Forest,IN,Porter,41.4598,-87.1497,3.9205,1.4114
Stanton,KY,Powell,37.8465,-83.8564,4.166,1.4998
Paris,AR,Logan,35.2894,-93.7252,4.4582,1.605
Melbourne Beach,FL,Brevard,28.0668,-80.561,4.92,1.7712
Blissfield,MI,Lenawee,41.8311,-83.8635,3.9523,1.4228
Brackenridge,PA,Allegheny,40.6079,-79.7411,3.8265,1.3775
Cleveland,OK,Pawnee,36.3008,-96.4635,4.6556,1.676
Hideaway,TX,Smith,32.489,-95.4578,4.6699,1.6812
Crestview Hills,KY,Kenton,39.0249,-84.5695,4.0729,1.4662
Pemberwick,CT,Western Connecticut,41.0225,-73.6564,3.9479,1.4212
Cottondale,AL,Tuscaloosa,33.1923,-87.4543,4.5827,1.6498
Gowanda,NY,Cattaraugus,42.4612,-78.9339,3.695,1.3302
Leisuretowne,NJ,Burlington,39.8987,-74.7059,4.1491,1.4937
Red Bay,AL,Franklin,34.4357,-88.1361,4.5054,1.6219
Wesleyville,PA,Erie,42.1369,-80.0123,3.9065,1.4063
Virden,IL,Macoupin,39.506,-89.7711,4.1909,1.5087
Oakridge,OR,Lane,43.7451,-122.4638,4.3421,1.5632
Glasgow,MT,Valley,48.199,-106.6321,4.0247,1.4489
Burgaw,NC,Pender,34.5509,-77.9224,4.641,1.6708
Warrior,AL,Jefferson,33.8149,-86.8157,4.5741,1.6467
Sandia Heights,NM,Bernalillo,35.1747,-106.4884,5.5494,1.9978
Sleepy Hollow,IL,Kane,42.0912,-88.3138,3.9446,1.4201
Pine City,MN,Pine,45.8368,-92.9682,3.9347,1.4165
Lake Nacimiento,CA,San Luis Obispo,35.7308,-120.8695,5.5928,2.0134
Nyssa,OR,Malheur,43.8779,-116.9956,4.5942,1.6539
Kingstree,SC,Williamsburg,33.6665,-79.8292,4.6282,1.6662
Northwest Harwinton,CT,Northwest Hills,41.7769,-73.0794,3.9479,1.4212
Hardwick,GA,Baldwin,33.0523,-83.244,4.5944,1.654
Corning,AR,Clay,36.4134,-90.5839,4.4462,1.6006
Village Shires,PA,Bucks,40.2016,-74.9706,4.0175,1.4463
Monmouth Beach,NJ,Monmouth,40.3364,-73.9863,4.1004,1.4761
Lodi,WI,Columbia,43.3154,-89.5367,3.9028,1.405
Buckhorn,CA,Amador,38.4548,-120.5323,5.308,1.9109
Wrightstown,WI,Brown,44.3263,-88.1756,3.843,1.3835
Barbourville,KY,Knox,36.8667,-83.885,4.3095,1.5514
Paloma Creek,TX,Denton,33.2253,-96.9371,4.7418,1.707
Cassville,MO,Barry,36.6786,-93.8682,4.4941,1.6179
Gillespie,IL,Macoupin,39.1258,-89.8174,4.1909,1.5087
San Castle,FL,Palm Beach,26.5652,-80.0611,4.9788,1.7924
Ladysmith,WI,Rusk,45.4606,-91.0973,3.8121,1.3724
Ferriday,LA,Concordia,31.6343,-91.5562,4.679,1.6844
Marienville,PA,Forest,41.4687,-79.1181,3.7514,1.3505
Newton,MS,Newton,32.3296,-89.1534,4.6297,1.6667
Country Club,MO,Andrew,39.8388,-94.8205,4.3191,1.5549
Reliez Valley,CA,Contra Costa,37.9399,-122.1027,4.8794,1.7566
Sharpsburg,PA,Allegheny,40.494,-79.9249,3.8265,1.3775
Big Coppitt Key,FL,Monroe,24.5914,-81.6574,5.4699,1.9692
Indian Hills,TX,Hidalgo,26.2124,-97.9165,4.9024,1.7649
Burney,CA,Shasta,40.8846,-121.6691,5.1198,1.8431
Los Prados,PR,Caguas,18.233,-66.0621,5.5331,1.9919
Mineral Springs,NC,Union,34.9412,-80.6847,4.5959,1.6545
Burlington,CO,Kit Carson,39.3042,-102.2712,4.9904,1.7965
Mountain Home AFB,ID,Elmore,43.0496,-115.8655,4.6004,1.6561
West Burlington,IA,Des Moines,40.8215,-91.1755,4.1641,1.4991
Fairchild AFB,WA,Spokane,47.6187,-117.6484,3.8932,1.4016
Blue Earth,MN,Faribault,43.6409,-94.1005,4.1352,1.4887
Brightwaters,NY,Suffolk,40.7193,-73.2642,4.1004,1.4761
Alamo,GA,Wheeler,32.1469,-82.7798,4.6932,1.6896
Crest,CA,San Diego,32.8,-116.8671,5.8447,2.1041
Lake Land'Or,VA,Caroline,38.017,-77.5593,4.2275,1.5219
Baldwyn,MS,Lee,34.5071,-88.6416,4.5054,1.6219
Monroe City,MO,Monroe,39.6542,-91.7327,4.2358,1.5249
Grantville,GA,Coweta,33.2371,-84.8293,4.5579,1.6408
Moosup,CT,Northeastern Connecticut,41.7173,-71.8757,4.1025,1.4769
Lanai City,HI,Maui,20.8279,-156.9147,5.9226,2.1321
Port Monmouth,NJ,Monmouth,40.4338,-74.1009,4.0175,1.4463
Red Rock,AZ,Pinal,32.561,-111.3745,5.9351,2.1366
Cuba,MO,Crawford,38.0671,-91.4057,4.3001,1.548
Moundville,AL,Hale,32.9968,-87.6272,4.6647,1.6793
Tipton,CA,Tulare,36.0572,-119.3135,5.4624,1.9665
Port Washington North,NY,Nassau,40.8434,-73.7014,4.1004,1.4761
Fairfield University,CT,Greater Bridgeport,41.159,-73.2571,3.9479,1.4212
Daleville,VA,Botetourt,37.415,-79.9132,4.3419,1.5631
Kelly Ridge,CA,Butte,39.5289,-121.4662,5.2126,1.8765
Larned,KS,Pawnee,38.1833,-99.1012,4.8754,1.7551
Valley View,PA,York,39.9497,-76.701,4.1694,1.501
Moss Beach,CA,San Mateo,37.5184,-122.5036,4.8794,1.7566
Williston Highlands,FL,Levy,29.3336,-82.5357,4.8675,1.7523
Acushnet Center,MA,Bristol,41.685,-70.9064,4.0126,1.4445
Bishop,TX,Nueces,27.5852,-97.7975,4.9197,1.7711
Agua Dulce,CA,Los Angeles,34.5044,-118.316,5.6778,2.044
McDonald,OH,Trumbull,41.1636,-80.7233,3.8039,1.3694
Atoka,OK,Atoka,34.386,-96.1317,4.6971,1.691
Park Hills,KY,Kenton,39.0692,-84.5313,4.0729,1.4662
North Middletown,NJ,Monmouth,40.4395,-74.1179,4.0175,1.4463
Millersburg,OH,Holmes,40.5533,-81.9171,3.8937,1.4017
Wanakah,NY,Erie,42.7435,-78.9027,3.695,1.3302
East Dundee,IL,Kane,42.0972,-88.2545,3.9446,1.4201
Warm Beach,WA,Snohomish,48.1665,-122.3448,3.6569,1.3165
Denmark,SC,Bamberg,33.3152,-81.1364,4.6448,1.6721
Byrnes Mill,MO,Jefferson,38.4395,-90.5741,4.2585,1.5331
Sabana Hoyos,PR,Arecibo,18.4213,-66.6084,5.5331,1.9919
Zillah,WA,Yakima,46.4084,-120.2727,4.1419,1.4911
Nags Head,NC,Dare,35.9473,-75.6273,4.4107,1.5879
Corydon,IN,Harrison,38.213,-86.1257,4.1609,1.4979
Wilder,KY,Campbell,39.0401,-84.4816,4.0729,1.4662
Carrabelle,FL,Franklin,29.8555,-84.6685,4.9056,1.766
East Greenville,PA,Montgomery,40.4057,-75.5059,3.9492,1.4217
Orchard City,CO,Delta,38.8144,-107.9705,5.1545,1.8556
St. Paul,MO,St. Charles,38.8486,-90.7406,4.2585,1.5331
Greenwood,LA,Caddo,32.4359,-93.9643,4.5969,1.6549
Kekaha,HI,Kauai,21.9684,-159.7141,5.9686,2.1487
Strasburg,CO,Arapahoe,39.7181,-104.3195,4.9126,1.7685
Salmon,ID,Lemhi,45.1743,-113.8947,4.305,1.5498
Wayne Heights,PA,Franklin,39.7455,-77.5437,4.0947,1.4741
Mount Morris,MI,Genesee,43.1176,-83.6987,3.7992,1.3677
Oracle,AZ,Pinal,32.6085,-110.7826,5.8832,2.118
Brimfield,OH,Portage,41.0941,-81.3482,3.775,1.359
Georgetown,IL,Vermilion,39.9774,-87.6354,4.1231,1.4843
Nevada City,CA,Nevada,39.2607,-121.0231,5.2126,1.8765
Pottsville,AR,Pope,35.2312,-93.0654,4.4582,1.605
New Holstein,WI,Calumet,43.9491,-88.0942,3.9025,1.4049
Combes,TX,Cameron,26.2448,-97.7257,4.9024,1.7649
Minden,NV,Douglas,38.9632,-119.7683,5.3394,1.9222
Lincoln Heights,OH,Hamilton,39.2434,-84.457,4.0729,1.4662
Lebanon,VA,Russell,36.8991,-82.0784,4.3252,1.5571
Stirling,NJ,Morris,40.6782,-74.4936,4.0175,1.4463
Grand Saline,TX,Van Zandt,32.6776,-95.7114,4.6699,1.6812
South Hempstead,NY,Nassau,40.6814,-73.6233,4.1004,1.4761
Mount Healthy Heights,OH,Hamilton,39.2702,-84.5693,4.0729,1.4662
Maybrook,NY,Orange,41.4881,-74.213,3.8311,1.3792
Lakewood,SC,Sumter,33.8428,-80.3492,4.6488,1.6736
Bath,MI,Clinton,42.8199,-84.4544,3.8391,1.3821
Sewell,NJ,Gloucester,39.7696,-75.1443,4.1793,1.5045
Port Richey,FL,Pasco,28.2759,-82.7254,5.0641,1.8231
Tipton,IA,Cedar,41.7701,-91.1283,4.1197,1.4831
Ashland,NE,Saunders,41.0396,-96.3723,4.3532,1.5672
Mobridge,SD,Walworth,45.5409,-100.4349,4.258,1.5329
Ocean Grove,NJ,Monmouth,40.2119,-74.0083,4.0175,1.4463
Woodlawn Beach,FL,Santa Rosa,30.3865,-86.9944,4.8094,1.7314
Marion,AL,Perry,32.6318,-87.3172,4.6647,1.6793
Churchill,PA,Allegheny,40.4389,-79.8416,3.8265,1.3775
Tybee Island,GA,Chatham,32.0095,-80.8531,4.7988,1.7276
Beach City,TX,Chambers,29.7269,-94.8549,4.7956,1.7264
Soda Springs,ID,Caribou,42.659,-111.5878,4.6237,1.6645
Wewoka,OK,Seminole,35.1441,-96.4968,4.6465,1.6727
Erda,UT,Tooele,40.6028,-112.3214,4.92,1.7712
Saluda,SC,Saluda,34.0009,-81.7713,4.5789,1.6484
Hollywood Park,TX,Bexar,29.5994,-98.4841,4.952,1.7827
Lake Wilderness,VA,Spotsylvania,38.3036,-77.7277,4.2275,1.5219
San Saba,TX,San Saba,31.1975,-98.7194,5.0774,1.8279
Arlington Heights,WA,Snohomish,48.2119,-122.063,3.6569,1.3165
South Beach,FL,Indian River,27.5883,-80.3435,5.0288,1.8104
North Barrington,IL,Lake,42.2065,-88.1316,3.9446,1.4201
Bermuda Run,NC,Davie,36.0041,-80.4306,4.4248,1.5929
Red Springs,NC,Robeson,34.8046,-79.1822,4.5809,1.6491
Menlo Park Terrace,NJ,Middlesex,40.5534,-74.3243,4.0175,1.4463
Iuka,MS,Tishomingo,34.8077,-88.1978,4.5054,1.6219
Summit Hill,PA,Carbon,40.8249,-75.8464,3.9492,1.4217
Early,TX,Brown,31.7421,-98.9366,5.0774,1.8279
Henrietta,TX,Clay,33.8146,-98.1924,5.0797,1.8287
Salunga,PA,Lancaster,40.0929,-76.4279,3.9593,1.4253
Lutcher,LA,St. James,30.0646,-90.7124,4.6605,1.6778
Hicksville,OH,Defiance,41.2944,-84.7648,3.9404,1.4185
Lesslie,SC,York,34.8856,-80.9541,4.5959,1.6545
Piney Point Village,TX,Harris,29.7588,-95.5156,4.7376,1.7055
Lakeshore,LA,Ouachita,32.535,-92.0328,4.6017,1.6566
Karnes City,TX,Karnes,28.8858,-97.9002,4.9045,1.7656
Triana,AL,Madison,34.5888,-86.7489,4.499,1.6196
Bethany,MO,Harrison,40.2684,-94.0282,4.3169,1.5541
Proctor,MN,St. Louis,46.7407,-92.2282,3.837,1.3813
Glenville,CT,Western Connecticut,41.0351,-73.6657,3.9479,1.4212
Gambrills,MD,Anne Arundel,39.0927,-76.6511,4.1694,1.501
Eagle Lake,FL,Polk,27.976,-81.7573,5.0949,1.8342
Green Level,NC,Alamance,36.1233,-79.3463,4.4481,1.6013
Tishomingo,OK,Johnston,34.2388,-96.683,4.6971,1.691
Hortonville,WI,Outagamie,44.3368,-88.6361,3.843,1.3835
Wellsville,OH,Columbiana,40.6042,-80.655,3.8614,1.3901
Cuthbert,GA,Randolph,31.7713,-84.794,4.7844,1.7224
Rainbow Lakes Estates,FL,Marion,29.158,-82.5099,4.8675,1.7523
Clyde Hill,WA,King,47.6304,-122.218,3.6009,1.2963
Yerington,NV,Lyon,38.9554,-119.1101,5.3394,1.9222
Wyoming,PA,Luzerne,41.3058,-75.8418,3.7647,1.3553
Myerstown,PA,Lebanon,40.3722,-76.3055,3.9593,1.4253
Wildwood Crest,NJ,Cape May,38.9718,-74.8377,4.2767,1.5396
Edgewood,PA,Allegheny,40.4313,-79.8839,3.8265,1.3775
Konterra,MD,Prince George's,39.0774,-76.9023,4.1694,1.501
Ingalls Park,IL,Will,41.5204,-88.0345,3.9776,1.4319
South Dennis,MA,Barnstable,41.7051,-70.1537,4.0126,1.4445
Fairport Harbor,OH,Lake,41.7475,-81.2731,3.775,1.359
Minden,NE,Kearney,40.4981,-98.9672,4.5982,1.6554
Gloverville,SC,Aiken,33.5274,-81.8144,4.6448,1.6721
Louisburg,NC,Franklin,36.0986,-78.3009,4.4526,1.6029
Hoschton,GA,Jackson,34.0853,-83.7594,4.5421,1.6352
Andrews AFB,MD,Prince George's,38.8054,-76.8744,4.345,1.5642
Smithville-Sanders,IN,Monroe,39.0597,-86.5108,4.0917,1.473
Biscayne Park,FL,Miami-Dade,25.8818,-80.1814,5.0915,1.8329
Southern Shores,NC,Dare,36.1205,-75.7328,4.3852,1.5787
Mount Pocono,PA,Monroe,41.1225,-75.3582,3.7647,1.3553
Port Ludlow,WA,Jefferson,47.9101,-122.7006,3.6009,1.2963
Moonachie,NJ,Bergen,40.8408,-74.059,4.0175,1.4463
Santa Rosa,TX,Cameron,26.2561,-97.8252,4.9024,1.7649
Raymond,WA,Pacific,46.6839,-123.738,3.6386,1.3099
Woodbury Heights,NJ,Gloucester,39.816,-75.1511,4.1793,1.5045
Mount Hope,NJ,Morris,40.9182,-74.5508,4.0175,1.4463
Kotzebue,AK,Northwest Arctic,66.8766,-162.5231,2.572,0.9259
McSherrystown,PA,Adams,39.8036,-77.0199,4.0947,1.4741
Vivian,LA,Caddo,32.8711,-93.9862,4.5969,1.6549
Lucerne,CA,Lake,39.0698,-122.7746,5.2375,1.8855
Pitcairn,PA,Allegheny,40.4079,-79.7765,3.8265,1.3775
Shady Cove,OR,Jackson,42.6117,-122.8179,4.6509,1.6743
Ripley,WV,Jackson,38.8201,-81.7091,4.0256,1.4492
New York Mills,NY,Oneida,43.1007,-75.2932,3.6217,1.3038
Beloit,KS,Mitchell,39.4645,-98.1082,4.6967,1.6908
Holualoa,HI,Hawaii,19.6548,-155.9207,5.449,1.9616
Hartsdale,NY,Westchester,41.0154,-73.8036,3.9479,1.4212
Wallburg,NC,Davidson,36.0088,-80.1453,4.4248,1.5929
Ellsworth,KS,Ellsworth,38.7327,-98.2285,4.7848,1.7225
Woodville,TX,Tyler,30.774,-94.4234,4.6433,1.6716
Syracuse,IN,Kosciusko,41.4226,-85.7492,3.8924,1.4013
Bushnell,FL,Sumter,28.686,-82.1165,5.0641,1.8231
Prescott,AR,Nevada,33.8056,-93.3909,4.5295,1.6306
Okemah,OK,Okfuskee,35.4292,-96.2998,4.6465,1.6727
Calais,ME,Washington,45.134,-67.224,3.6299,1.3068
Needville,TX,Fort Bend,29.3957,-95.8386,4.7376,1.7055
Upland,PA,Delaware,39.8562,-75.3796,4.1793,1.5045
Annetta,TX,Parker,32.6938,-97.6581,4.9167,1.77
Underwood-Petersville,AL,Lauderdale,34.877,-87.6975,4.4965,1.6187
Holmes Beach,FL,Manatee,27.5108,-82.7152,5.2308,1.8831
Chico,WA,Kitsap,47.6226,-122.7193,3.6009,1.2963
Snowmass Village,CO,Pitkin,39.2212,-106.9392,5.0027,1.801
South Vacherie,LA,St. James,29.9406,-90.6893,4.7256,1.7012
Cadiz,OH,Harrison,40.2644,-80.998,3.8614,1.3901
Bamberg,SC,Bamberg,33.2995,-81.0323,4.6448,1.6721
Natalbany,LA,Tangipahoa,30.5486,-90.4848,4.6605,1.6778
Eagle Crest,OR,Deschutes,44.2614,-121.2995,4.3402,1.5625
Unadilla,GA,Dooly,32.2583,-83.7356,4.6742,1.6827
Tama,IA,Tama,41.9648,-92.5743,4.2026,1.5129
Tuxedo,NY,Orange,41.2324,-74.1774,3.8311,1.3792
Port Aransas,TX,Nueces,27.8102,-97.0875,4.9197,1.7711
Walsenburg,CO,Huerfano,37.6307,-104.7818,5.2444,1.888
Arbuckle,CA,Colusa,39.0141,-122.061,5.2375,1.8855
Eielson AFB,AK,Fairbanks North Star,64.6741,-147.0605,2.6232,0.9444
South Pittsburg,TN,Marion,35.0111,-85.7183,4.381,1.5772
Attica,IN,Fountain,40.2874,-87.2452,4.0377,1.4536
Oostburg,WI,Sheboygan,43.6237,-87.7888,3.7251,1.341
Bethel Acres,OK,Pottawatomie,35.3048,-97.037,4.8256,1.7372
Bayshore,NC,New Hanover,34.2893,-77.8025,4.641,1.6708
Gladwin,MI,Gladwin,43.9837,-84.4876,3.7847,1.3625
Garner,IA,Hancock,43.1,-93.6031,4.0907,1.4727
Sale Creek,TN,Hamilton,35.3894,-85.0874,4.381,1.5772
East Syracuse,NY,Onondaga,43.0638,-76.0698,3.6955,1.3304
Beulah,ND,Mercer,47.2665,-101.7734,4.0552,1.4599
Nicholls,GA,Coffee,31.5186,-82.6396,4.7294,1.7026
Dadeville,AL,Tallapoosa,32.8326,-85.7675,4.6596,1.6775
Cut Bank,MT,Glacier,48.6344,-112.3304,3.8906,1.4006
Wormleysburg,PA,Cumberland,40.2604,-76.9094,3.9593,1.4253
Canton,SD,Lincoln,43.3032,-96.5848,4.2722,1.538
Lawnside,NJ,Camden,39.8673,-75.0289,4.1793,1.5045
Las Lomas,CA,Monterey,36.8688,-121.7317,5.3507,1.9263
Keowee Key,SC,Oconee,34.8257,-82.9158,4.6288,1.6664
DeQuincy,LA,Calcasieu,30.449,-93.4456,4.6124,1.6605
Shelby,MT,Toole,48.5031,-111.8614,3.9416,1.419
Sherrill,NY,Oneida,43.0704,-75.5993,3.6217,1.3038
Corunna,MI,Shiawassee,42.9837,-84.1162,3.8391,1.3821
Kachina Village,AZ,Coconino,35.0947,-111.6928,5.6678,2.0404
Cactus,TX,Moore,36.0444,-102.008,5.3973,1.943
West Fork,AR,Washington,35.9355,-94.18,4.5001,1.62
Wolfdale,PA,Washington,40.1979,-80.3001,3.8614,1.3901
Waialua,HI,Honolulu,21.566,-158.1199,5.9723,2.15
Valhalla,NY,Westchester,41.0773,-73.7778,3.9479,1.4212
Burnettown,SC,Aiken,33.5186,-81.8635,4.6448,1.6721
La Luisa,PR,Manatí,18.4488,-66.5078,5.5331,1.9919
Kingman,KS,Kingman,37.648,-98.1167,4.8719,1.7539
Greens Farms,CT,Western Connecticut,41.1264,-73.322,3.9479,1.4212
Onalaska,TX,Polk,30.8209,-95.1111,4.7151,1.6974
Doylestown,OH,Wayne,40.97,-81.6954,3.8937,1.4017
Checotah,OK,McIntosh,35.482,-95.5224,4.5489,1.6376
Amesti,CA,Santa Cruz,36.9583,-121.7805,5.3507,1.9263
Cornwall-on-Hudson,NY,Orange,41.4369,-74.0145,3.8311,1.3792
Windermere,FL,Orange,28.5028,-81.5377,4.9408,1.7787
Dixon Lane-Meadow Creek,CA,Inyo,37.3864,-118.4153,5.4383,1.9578
Minster,OH,Auglaize,40.3947,-84.3789,4.0432,1.4556
Wind Gap,PA,Northampton,40.8484,-75.2917,3.9492,1.4217
Montezuma,GA,Macon,32.2997,-84.0246,4.6561,1.6762
Double Oak,TX,Denton,33.0633,-97.1117,4.8974,1.7631
Covington,IN,Fountain,40.1408,-87.3917,4.0377,1.4536
Sloatsburg,NY,Rockland,41.162,-74.1902,3.8311,1.3792
El Lago,TX,Harris,29.5731,-95.044,4.7376,1.7055
Pine Mountain Lake,CA,Tuolumne,37.8599,-120.1844,5.3991,1.9437
Chaffee,MO,Scott,37.1812,-89.6615,4.3529,1.567
Potterville,MI,Eaton,42.6299,-84.7433,3.8391,1.3821
Parowan,UT,Iron,37.8326,-112.8296,5.3649,1.9314
DeCordova,TX,Hood,32.428,-97.6911,4.9167,1.77
Williamson,WV,Mingo,37.6741,-82.2709,4.1551,1.4958
Tilton Northfield,NH,Belknap,43.4444,-71.5924,3.768,1.3565
Port Angeles East,WA,Clallam,48.1041,-123.3694,3.6569,1.3165
Central City,NE,Merrick,41.1134,-98.0008,4.508,1.6229
Bal Harbour,FL,Miami-Dade,25.8935,-80.1258,5.0915,1.8329
Pines Lake,NJ,Passaic,40.9983,-74.2643,4.0175,1.4463
Somerset,WI,St. Croix,45.1257,-92.6731,3.9347,1.4165
El Verano,CA,Sonoma,38.2975,-122.4915,5.268,1.8965
Oak Ridge North,TX,Montgomery,30.157,-95.4421,4.7151,1.6974
Momence,IL,Kankakee,41.164,-87.663,3.9205,1.4114
Marshall,VA,Fauquier,38.8661,-77.8453,4.2275,1.5219
Commercial Point,OH,Pickaway,39.7809,-83.0387,4.0606,1.4618
Green Forest,AR,Carroll,36.3347,-93.431,4.4941,1.6179
Rancho Santa Fe,CA,San Diego,33.024,-117.1992,5.4726,1.9701
Valley,NE,Douglas,41.3148,-96.3566,4.3532,1.5672
Auberry,CA,Fresno,37.0853,-119.4495,5.3493,1.9257
Milaca,MN,Mille Lacs,45.7574,-93.6513,3.9347,1.4165
